ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,product_type,backorders,featured,length,manage_stock,price,product_url,purchase_note,regular_price,sale_price,shipping_class,sku,sold_individually,stock,stock_status,tax_class,tax_status,total_sales,virtual,visibility,weight,height,width,default_attributes,button_text,crosssell_ids,downloadable,edit_last,edit_lock,max_price_variation_id,max_regular_price_variation_id,max_sale_price_variation_id,max_variation_price,max_variation_regular_price,max_variation_sale_price,min_price_variation_id,min_regular_price_variation_id,min_sale_price_variation_id,min_variation_price,min_variation_regular_price,min_variation_sale_price,product_attributes,product_image_gallery,product_version,sale_price_dates_from,sale_price_dates_to,thumbnail_id,upsell_ids,vc_post_settings,wc_average_rating,wc_rating_count,wc_review_count,yoast_wpseo_content_score,yoast_wpseo_primary_product_cat,recommend_product,slide_template,attributes,variations,categories,tags,product_gallery,product_gallery_name,featured_image,featured_image_name
1048,1,"2015-08-13 07:47:57","2015-08-13 07:47:57","Quis aliqua in, cillum ribeye aute culpa boudin short loin lorem flank mollit brisket. Quis sirloin swine, dolore capicola dolor ut nostrud ball tip. Quis frankfurter in flank bacon turkey meatloaf kielbasa jowl pork pork belly ut strip steak chicken. Chuck eiusmod prosciutto pork belly.

Nulla eu cow, pariatur filet mignon aliqua ea ground round tri-tip leberkas. Turkey excepteur tenderloin, rump laboris occaecat frankfurter landjaeger ex enim ut filet mignon in do in. Deserunt brisket ground round ea venison ullamco dolore shank kielbasa biltong lorem consequat non pork chop quis. Labore shankle corned beef ad laboris andouille minim pancetta. Turkey anim reprehenderit, sunt filet mignon nulla bacon frankfurter beef swine in ham hock porchetta. Prosciutto spare ribs ball tip, swine deserunt aliqua corned beef turducken ribeye chuck nulla.

Tenderloin sausage pork loin est culpa picanha eiusmod pariatur consequat magna sint ut deserunt t-bone jowl. Minim tongue id, magna anim dolore ea turkey cupidatat. Brisket elit sint, tempor nisi eiusmod turducken in minim. Bresaola aliqua fatback chuck sirloin ball tip dolore cow culpa jowl in.

Est consequat shankle, bresaola sirloin sint ball tip andouille pariatur leberkas. Shankle pancetta labore tri-tip kielbasa culpa ball tip salami. Eu ea landjaeger ut aliquip pig tongue kevin do kielbasa meatball. Cow in pig chuck fugiat adipisicing nisi velit swine exercitation. Cupim duis frankfurter, ribeye voluptate reprehenderit velit rump nisi kevin officia qui venison. Tri-tip t-bone turkey commodo cow, picanha biltong reprehenderit eu cupim in hamburger venison ut.

Swine pork chop turducken exercitation, anim boudin biltong. Cow t-bone deserunt reprehenderit boudin brisket eu, shank excepteur. Proident landjaeger alcatra, tenderloin drumstick kielbasa shankle cupidatat pork chop ea sint irure rump turducken. Pariatur porchetta alcatra, andouille sed mollit leberkas et ullamco biltong brisket velit sausage.","Nulla eu","Est consequat shankle, bresaola  pariatur leberkas.",publish,open,closed,,nulla-eu,,,"2016-07-08 16:48:51","2016-07-08 16:48:51",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1048,0,product,,0,simple,no,yes,,no,65,,,65,,,m111,,,instock,,taxable,1,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1053,1052,1051,1050,1049",,,,1050,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",5.00,"a:1:{i:5;s:1:""1"";}",1,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,||||,||||,,
1054,1,"2015-08-13 08:00:51","2015-08-13 08:00:51","Ea tenderloin ground round flank nisi kielbasa ullamco prosciutto fatback doner tongue sausage chuck aliquip est. Ham hock aute biltong pariatur ipsum consequat turducken deserunt magna pork belly rump cow dolore. In ea ribeye hamburger picanha. Do et pastrami anim, short ribs ad fugiat salami ground round. In rump chicken drumstick incididunt duis capicola tri-tip consectetur pork tenderloin eu leberkas aliqua kielbasa. Cupim dolore dolore, laborum short ribs kielbasa turkey nulla cow t-bone porchetta sausage sed. Cillum ex sint hamburger tri-tip pork belly et tenderloin veniam.

Reprehenderit nisi jowl leberkas magna cillum anim. Ut lorem ground round, ham biltong laboris labore deserunt pork chop dolore anim. Eiusmod tri-tip est prosciutto porchetta dolore. Porchetta shankle ut, laboris landjaeger incididunt prosciutto spare ribs. Pariatur dolor enim ribeye tenderloin aliquip duis tri-tip meatloaf. Boudin lorem eiusmod alcatra tongue prosciutto.

Pork porchetta deserunt t-bone ipsum. Sirloin short loin chicken shank meatball. Frankfurter reprehenderit adipisicing, pariatur beef ribs kevin ut prosciutto elit ham hock flank. Incididunt pork chop sirloin turkey, hamburger pork loin adipisicing irure duis.

Biltong ex meatloaf brisket tail dolore kielbasa. Ball tip sint officia quis fugiat, meatball turkey qui. Incididunt mollit laboris laborum consequat ground round leberkas hamburger beef. Turkey turducken brisket ham in aliquip eiusmod. Brisket in chuck pork chop exercitation fatback drumstick corned beef meatloaf enim, ball tip salami.

Turkey occaecat tempor drumstick ea. Meatball strip steak reprehenderit nostrud consequat cupidatat drumstick leberkas fatback pastrami ground round. Laboris in ex shoulder, fatback cupidatat in. Porchetta dolore turkey labore velit aute in. Laboris excepteur hamburger id deserunt et consequat shoulder ball tip. Drumstick tail do, alcatra id adipisicing incididunt deserunt. Turkey hamburger in, rump filet mignon pastrami excepteur porchetta dolore tail.","Sirloin shore","Turkey occaecat tempor drumstick ea.",publish,open,closed,,sirloin-shore,,,"2016-07-08 16:48:47","2016-07-08 16:48:47",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1054,0,product,,0,simple,no,yes,,no,150,,,150,,,m113,,,instock,,taxable,0,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1050,1053,1052,1051,1049,293",2.4.7,,,1052,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",5.00,"a:1:{i:5;s:1:""1"";}",1,,,yes,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,|||||,|||||,,
1055,1,"2015-08-13 08:03:58","2015-08-13 08:03:58","Dolore officia nostrud shoulder dolor fatback excepteur irure. Ball tip aliquip bresaola pork mollit. Nulla short ribs t-bone cow eiusmod, excepteur quis nostrud mollit officia leberkas elit reprehenderit labore. Ham hock tenderloin picanha meatball shankle shoulder kevin irure rump pork belly turducken biltong. Est pork exercitation sirloin veniam in ground round cupidatat. Id kielbasa anim, non doner short ribs sausage. Exercitation filet mignon reprehenderit meatball consectetur ut.

Ham lorem sint chuck. Tempor doner rump nisi pork loin sunt bacon officia cillum sed culpa shank pastrami chicken biltong. Frankfurter sirloin officia elit, sunt tail jerky tongue pig consequat beef ribs meatball ipsum meatloaf cupim. Sunt cupidatat tenderloin eu biltong eiusmod rump adipisicing irure quis prosciutto ad. Landjaeger commodo sed short ribs lorem ground round cupim qui. Jerky kevin capicola, consectetur minim hamburger fatback eiusmod sint voluptate.

Pork chop in pancetta culpa bresaola tongue venison capicola pork loin. Brisket qui cupidatat pariatur andouille, magna in aute rump porchetta cillum labore dolore. Meatloaf salami commodo alcatra sint elit. Reprehenderit in beef ribs hamburger proident velit.

Magna meatloaf reprehenderit ground round, ribeye capicola pork chop cow strip steak cupim. Irure flank eiusmod pork bacon pancetta. Irure aliquip bacon exercitation velit fatback magna rump andouille ground round. Ribeye pastrami et laboris shoulder magna velit chicken consectetur flank capicola esse elit irure kielbasa.

Sed cillum brisket ham, rump leberkas kevin magna tri-tip kielbasa mollit proident ullamco chicken jerky. Sirloin aliquip pork loin, sed tempor elit filet mignon. Ullamco pastrami pork chop deserunt chicken id et incididunt salami reprehenderit cupim commodo adipisicing mollit. In turducken anim, do spare ribs cupidatat chuck t-bone consectetur ea eiusmod. Fugiat dolore chuck flank pig irure lorem sint aute duis drumstick sed tail bresaola chicken.","Ham lorem","Sed cillum brisket ham, tempor elit filet mignon.",publish,open,closed,,ham-lorem,,,"2016-07-08 16:48:45","2016-07-08 16:48:45",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1055,0,product,,0,simple,no,no,,no,46,,,46,,,m114,,,instock,,taxable,0,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1060,1059,1058,1057,1056",,,,1056,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,yes,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,||||,||||,,
1061,1,"2015-08-13 08:08:39","2015-08-13 08:08:39","Ex adipisicing jowl nisi ham hock tri-tip, sunt pork pork loin fatback kevin beef ribs laboris tenderloin shoulder. Ham hock eiusmod ribeye meatloaf dolore, biltong officia pastrami drumstick turducken irure esse doner velit brisket. Landjaeger shank in tail short ribs in laboris sausage tenderloin. Tail andouille magna ribeye aute sunt pancetta excepteur ad short loin turducken aliquip lorem shankle cillum. Beef ribs ut tenderloin biltong cupidatat cillum t-bone exercitation tempor bresaola prosciutto shankle et turducken turkey. Salami occaecat short ribs, tongue leberkas sint tri-tip.

Cow turducken laboris tri-tip, ullamco nulla pancetta in nostrud rump bresaola esse venison enim strip steak. Commodo ut incididunt capicola spare ribs. Pork irure corned beef chicken pig jowl short loin shank pariatur labore shankle dolore. Dolore porchetta adipisicing, irure consequat t-bone cow.

Labore deserunt eu corned beef. Fugiat aliqua enim consequat boudin magna nisi filet mignon qui ad tempor. Drumstick ad jowl dolore. Fugiat picanha culpa pig boudin tail swine alcatra aliquip excepteur rump mollit eu. Adipisicing ut fatback esse. Voluptate adipisicing eu, capicola ut corned beef tenderloin aliqua ut quis nostrud duis esse. Drumstick non ham veniam.

Laborum tri-tip spare ribs, occaecat prosciutto pork veniam turducken biltong minim. Fatback pig fugiat cillum mollit eu flank ground round laboris. Laboris occaecat tail chuck officia. Strip steak spare ribs pig boudin. Cow pariatur in pig duis ut anim. Doner dolore shoulder pork loin magna, capicola cupim picanha short loin proident irure do sed jowl.

Qui commodo cupidatat kielbasa ut sirloin. Minim exercitation tongue, drumstick consequat capicola cillum aliquip tempor magna. Tail turducken nisi, strip steak prosciutto in capicola tongue cow shankle ut pig ea. Excepteur in dolore laboris ut nisi dolore qui kevin meatball beef ribs aliquip in esse tempor. Tongue enim occaecat, fugiat venison commodo dolore jowl nostrud id voluptate biltong ipsum aute filet mignon.","Qui commo","Qui commodo cupidatat kielbasa ut sirloin.",publish,open,closed,,qui-commo,,,"2016-07-08 16:48:43","2016-07-08 16:48:43",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1061,0,product,,0,simple,no,yes,,no,71,,,71,,,m115,,,instock,,taxable,5,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"301,300,299,300,302",,,,302,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",5.00,"a:1:{i:5;s:1:""1"";}",1,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,||||,||||,,
1062,1,"2015-08-13 08:35:00","2015-08-13 08:35:00","Cow lorem ad salami drumstick id tri-tip occaecat magna meatball adipisicing tail labore. Id enim doner occaecat. Chicken meatloaf pancetta minim nostrud. Ham consectetur boudin laborum, dolore dolor chuck nostrud ribeye lorem sint fatback andouille. Shankle mollit corned beef dolore lorem bresaola sint jerky qui leberkas nisi quis. Shank officia et, drumstick non eiusmod bacon velit tail short ribs sed biltong.

Eu pastrami beef ribs ex. In pork belly alcatra, biltong sunt nulla drumstick rump kevin jerky ut turkey cillum. Dolor ut kielbasa duis prosciutto minim velit tail et in sint sed voluptate meatball dolore. Alcatra minim exercitation hamburger non sausage pork belly, salami pork chop sed ut.

Pork belly ground round reprehenderit anim in. Tail ullamco anim, in tenderloin ribeye corned beef flank meatball t-bone tongue kevin officia jowl. Ground round fatback qui consectetur dolor. Anim enim landjaeger fatback veniam meatloaf kielbasa irure cillum chuck bacon porchetta flank andouille. Drumstick ullamco filet mignon beef in corned beef andouille pork loin meatball leberkas consectetur pancetta t-bone eu in.

Pork loin magna andouille mollit voluptate proident. Short ribs dolor ipsum, tri-tip porchetta pork belly non do short loin nostrud veniam sirloin mollit. Tenderloin ad esse qui capicola, labore ground round consequat. Excepteur cillum capicola, brisket esse meatloaf venison dolore chicken salami sint short ribs in. Turkey biltong picanha quis. Fugiat alcatra lorem, tri-tip ribeye bacon landjaeger andouille in rump irure est cow cupidatat. Boudin occaecat aliquip ut, ad labore proident ball tip rump kevin et sint dolore drumstick spare ribs.

Pig salami pariatur culpa. T-bone in mollit quis consequat shank bacon capicola aute brisket alcatra ullamco elit sint. Excepteur nisi ground round ut incididunt officia pork loin ullamco pork belly ham hock kielbasa tri-tip kevin. Bacon deserunt doner magna meatloaf voluptate.","Eu pastra","Pork loin magna andouille mollit voluptate proident.",publish,open,closed,,eu-pastra,,,"2016-07-08 16:48:39","2016-07-08 16:48:39",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1062,0,product,,0,simple,no,no,,no,97,,,97,,,m116,,,instock,,taxable,0,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1051,1052,1050,1049,293",,,,1053,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",atom|fashion|Product|shoes|womens|woocommerce|wordpress,||||,||||,,
1111,1,"2015-08-14 10:13:30","2015-08-14 10:13:30","In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera
<ul style=""margin-left: 20px; margin-bottom: 20px;"">
	<li>Praesent metus elit, placerat ut massa quis, facilisis facilisis est</li>
	<li>Cras id odio ultrices nisi dictum maximus</li>
	<li>Praesent rhoncus rhoncus magna non condimentum</li>
	<li>Donec ex lectus, congue vel augue in, ornare aliquam est.</li>
</ul>
Cras suscipit libero urna, sed pretium quam scelerisque at. Integer leo metus, elementum pharetra dolor quis, eleifend interdum metus. Pellentesque vehicula, dolor nec hendrerit molestie, lacus velit tincidunt massa, sit amet mollis augue felis et nisl. Praesent metus elit, placerat ut massa quis, facilisis facilisis est. Morbi vel velit nec est bibendum malesuada id non nulla.

[quotes style=""border""]""Aliquam sem sem, ultricies ut facilisis vel, varius eget lorem. Suspendisse sollicitudin nisi luctus lorem accumsan consequat. Nullam tempus odio ac mauris rhoncus, eu hendrerit justo fermentum. Sed eget commodo""[/quotes]

In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera","Sirloin par","Kevin tenderloin in t-bone salami enim ullamco.",publish,open,closed,,sirloin-par,,,"2016-07-08 16:48:38","2016-07-08 16:48:38",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1111,0,product,,0,simple,no,no,,no,67,,,67,,,m117,,,instock,,taxable,4,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1112,1053,1114,1113,1112,1115",,,,1116,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,|||||,|||||,,
1117,1,"2015-08-14 10:22:25","2015-08-14 10:22:25","In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera
<ul style=""margin-left: 20px; margin-bottom: 20px;"">
	<li>Praesent metus elit, placerat ut massa quis, facilisis facilisis est</li>
	<li>Cras id odio ultrices nisi dictum maximus</li>
	<li>Praesent rhoncus rhoncus magna non condimentum</li>
	<li>Donec ex lectus, congue vel augue in, ornare aliquam est.</li>
</ul>
Cras suscipit libero urna, sed pretium quam scelerisque at. Integer leo metus, elementum pharetra dolor quis, eleifend interdum metus. Pellentesque vehicula, dolor nec hendrerit molestie, lacus velit tincidunt massa, sit amet mollis augue felis et nisl. Praesent metus elit, placerat ut massa quis, facilisis facilisis est. Morbi vel velit nec est bibendum malesuada id non nulla.

[quotes style=""border""]""Aliquam sem sem, ultricies ut facilisis vel, varius eget lorem. Suspendisse sollicitudin nisi luctus lorem accumsan consequat. Nullam tempus odio ac mauris rhoncus, eu hendrerit justo fermentum. Sed eget commodo""[/quotes]

In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera","Nulla sed","Elit meatloaf swine ea landjaeger alcatra pig quis alcatra.",publish,open,closed,,nulla-sed,,,"2016-07-08 16:48:36","2016-07-08 16:48:36",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1117,0,product,,0,simple,no,yes,,no,68,,,68,,,m118,,,instock,,taxable,6,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1116,1115,1114,1113,1112",,,,1113,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,||||,||||,,
1118,1,"2015-08-14 10:25:27","2015-08-14 10:25:27","In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera
<ul style=""margin-left: 20px; margin-bottom: 20px;"">
	<li>Praesent metus elit, placerat ut massa quis, facilisis facilisis est</li>
	<li>Cras id odio ultrices nisi dictum maximus</li>
	<li>Praesent rhoncus rhoncus magna non condimentum</li>
	<li>Donec ex lectus, congue vel augue in, ornare aliquam est.</li>
</ul>
Cras suscipit libero urna, sed pretium quam scelerisque at. Integer leo metus, elementum pharetra dolor quis, eleifend interdum metus. Pellentesque vehicula, dolor nec hendrerit molestie, lacus velit tincidunt massa, sit amet mollis augue felis et nisl. Praesent metus elit, placerat ut massa quis, facilisis facilisis est. Morbi vel velit nec est bibendum malesuada id non nulla.

[quotes style=""border""]""Aliquam sem sem, ultricies ut facilisis vel, varius eget lorem. Suspendisse sollicitudin nisi luctus lorem accumsan consequat. Nullam tempus odio ac mauris rhoncus, eu hendrerit justo fermentum. Sed eget commodo""[/quotes]

In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera","Labore sunt","Tri-tip swine dolore non cillum prosciutto aliquip.",publish,open,closed,,labore-sunt,,,"2016-07-08 16:48:34","2016-07-08 16:48:34",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1118,0,product,,0,simple,no,yes,,no,111,,,111,,,m119,,,instock,,taxable,7,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1053,1052,1051,1050,1049,292",,,,294,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,|||||,|||||,,
1119,1,"2015-08-14 10:29:03","2015-08-14 10:29:03","In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera
<ul style=""margin-left: 20px; margin-bottom: 20px;"">
	<li>Praesent metus elit, placerat ut massa quis, facilisis facilisis est</li>
	<li>Cras id odio ultrices nisi dictum maximus</li>
	<li>Praesent rhoncus rhoncus magna non condimentum</li>
	<li>Donec ex lectus, congue vel augue in, ornare aliquam est.</li>
</ul>
Cras suscipit libero urna, sed pretium quam scelerisque at. Integer leo metus, elementum pharetra dolor quis, eleifend interdum metus. Pellentesque vehicula, dolor nec hendrerit molestie, lacus velit tincidunt massa, sit amet mollis augue felis et nisl. Praesent metus elit, placerat ut massa quis, facilisis facilisis est. Morbi vel velit nec est bibendum malesuada id non nulla.

[quotes style=""border""]""Aliquam sem sem, ultricies ut facilisis vel, varius eget lorem. Suspendisse sollicitudin nisi luctus lorem accumsan consequat. Nullam tempus odio ac mauris rhoncus, eu hendrerit justo fermentum. Sed eget commodo""[/quotes]

In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera","Ribeye tur","Id chuck tri-tip, beef ribs laboris chicken dolor.",publish,open,closed,,ribeye-tur,,,"2016-07-08 16:48:32","2016-07-08 16:48:32",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1119,0,product,,0,simple,no,yes,,no,119,,,119,,,m120,,,instock,,taxable,6,no,visible,,,,,,a:0:{},no,1,,,,,,,,,,,,,,a:0:{},"1052,1051,1050,1049,1053,294",,,,293,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,|||||,|||||,,
1149,1,"2015-08-17 10:35:31","2015-08-17 10:35:31","In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera
<ul style=""margin-left: 20px; margin-bottom: 20px;"">
	<li>Praesent metus elit, placerat ut massa quis, facilisis facilisis est</li>
	<li>Cras id odio ultrices nisi dictum maximus</li>
	<li>Praesent rhoncus rhoncus magna non condimentum</li>
	<li>Donec ex lectus, congue vel augue in, ornare aliquam est.</li>
</ul>
Cras suscipit libero urna, sed pretium quam scelerisque at. Integer leo metus, elementum pharetra dolor quis, eleifend interdum metus. Pellentesque vehicula, dolor nec hendrerit molestie, lacus velit tincidunt massa, sit amet mollis augue felis et nisl. Praesent metus elit, placerat ut massa quis, facilisis facilisis est. Morbi vel velit nec est bibendum malesuada id non nulla.

[quotes style=""border""]""Aliquam sem sem, ultricies ut facilisis vel, varius eget lorem. Suspendisse sollicitudin nisi luctus lorem accumsan consequat. Nullam tempus odio ac mauris rhoncus, eu hendrerit justo fermentum. Sed eget commodo""[/quotes]

In laoreet augue vel volutpat elementum. Quisque ac velit eu nunc auctor tempor quis ac nisi. Mauris luctus sem velit, sed vulputate lacus eleifend sit amet. Morbi mollis lorem vitae magna semper pretium. Nam volutpat luctus pellentesque. Cras quis mollis lacus. Sed et sem diam. Nulla in diam id quam bibendum consectetur quis at augue. Sed lobortis libero ac magna consectetur placera","Doner bresaola","Landjaeger ham hock prosciutto salami jowl nisi.",publish,open,closed,,doner-bresaola,,,"2016-07-08 18:08:11","2016-07-08 18:08:11",,0,http://wp.smartaddons.com/themes/sw_atom/?post_type=product&#038;p=1149,0,product,,0,variation_master,no,no,,no,60,,,,,,m10230,,,instock,,taxable,0,no,visible,,,,or->white|e->s,,a:0:{},no,1,1468001198:1,1158,1158,1153,60,60,55,1159,1159,1157,50,50,50,"a:2:{s:5:""color"";a:6:{s:4:""name"";s:5:""Color"";s:5:""value"";s:19:""White | Red | Green"";s:8:""position"";s:1:""0"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}s:4:""size"";a:6:{s:4:""name"";s:4:""Size"";s:5:""value"";s:20:""S | M | L | XL | XXL"";s:8:""position"";s:1:""1"";s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}}",,2.6.2,,,1729,a:0:{},"a:1:{s:10:""vc_grid_id"";a:0:{}}",0,a:0:{},0,30,,,default,,,"Back Cover|Case Cover|Screen Gaurd|Temperd Glass",,,,http://localhost/sarthak/wp-content/uploads/2015/08/1.png,1.png
1164,1,"2015-08-17 10:34:53","2015-08-17 10:34:53",,"Variation #1164 of Doner bresaola",,publish,open,open,,product-1149-variation-15,,,"2015-08-17 10:34:53","2015-08-17 10:34:53",,1149,http://wp.smartaddons.com/themes/sw_atom/?product_variation=product-1149-variation-15,14,product_variation,,0,product_variation,,,,no,,,,,,,,,,instock,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1163,1,"2015-08-17 10:34:53","2015-08-17 10:34:53",,"Variation #1163 of Doner bresaola",,publish,open,open,,product-1149-variation-14,,,"2015-08-17 10:34:53","2015-08-17 10:34:53",,1149,http://wp.smartaddons.com/themes/sw_atom/?product_variation=product-1149-variation-14,13,product_variation,,0,product_variation,,,,no,,,,,,,,,,instock,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1162,1,"2015-08-17 10:34:53","2015-08-17 10:34:53",,"Variation #1162 of Doner bresaola",,publish,open,open,,product-1149-variation-13,,,"2015-08-17 10:34:53","2015-08-17 10:34:53",,1149,http://wp.smartaddons.com/themes/sw_atom/?product_variation=product-1149-variation-13,12,product_variation,,0,product_variation,,,,no,,,,,,,,,,instock,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1161,1,"2015-08-17 10:34:53","2015-08-17 10:34:53",,"Variation #1161 of Doner bresaola",,publish,open,open,,product-1149-variation-12,,,"2015-08-17 10:34:53","2015-08-17 10:34:53",,1149,http://wp.smartaddons.com/themes/sw_atom/?product_variation=product-1149-variation-12,11,product_variation,,0,product_variation,,,,no,,,,,,,,,,instock,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1160,1,"2015-08-17 10:34:53","2015-08-17 10:34:53",,"Variation #1160 of Doner bresaola",,publish,open,open,,product-1149-variation-11,,,"2015-08-17 10:34:53","2015-08-17 10:34:53",,1149,http://wp.smartaddons.com/themes/sw_atom/?product_variation=product-1149-variation-11,10,product_variation,,0,product_variation,,,,no,,,,,,,,,,instock,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
